"filename", "language", "TypeScript", "JSON with Comments", "JSON", "JavaScript", "Markdown", "XML", "TypeScript React", "CSS", "HTML", "Log", "comment", "blank", "total"
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\routes\backgroundImg.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 29
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\routes\refreshToken.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 65
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\routes\rss.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 27
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\data\defaultBookmarks.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 59
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\data\defaultTabs.ts", "TypeScript", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 141
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\middleware\accessToken.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 16
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\middleware\forgotPassToken.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\middleware\isAuth.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 59
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\middleware\refreshToken.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 16
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\middleware\sendRefreshToken.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 15
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\addBookmarkMutation.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 46
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\addTabMutation.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 47
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\addUserMutation.ts", "TypeScript", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 218
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\backgroundImgMutation.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 31
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\changeBookmarkMutation.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 43
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\changePasswordAfterForgotMutation.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 65
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\changePasswordByUserMutation.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 63
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\changeSettingsMutation.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 61
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\changeTabMutation.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 42
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\changeUserByAdminMutation.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 40
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\changeUserByUserMutation.ts", "TypeScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 145
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\deleteAccountByUserMutation.ts", "TypeScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 87
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\deleteBookmarkMutation.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\deleteTabMutation.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\deleteUsersByAdminMutation.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 56
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\forgotPasswordMutation.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 33
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\loginMutation.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 66
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\logoutMutation.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\mutation.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\mutation\revokeRefreshTokenMutation.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\queriesExamples.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 7, 252
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\query\backgroundImgQuery.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 55
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\query\bookmarksQuery.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\query\rootQuery.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\query\settingsQuery.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\query\tabsQuery.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\query\userQuery.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\schema.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\authDataType.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 57
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\backgroundImgType.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\bookmarkType.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\changePasswordByUserType.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\changeUserByUserType.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\deleteAccountByUserType.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\deleteUsersByAdminType.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\settingsType.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 52
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\tabType.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\types\userType.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\utils\multer.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 50
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\schema\utils\sendEmail.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 9, 107
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\server.ts", "TypeScript", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 22, 157
"d:\PROJECT SYNC\REACT APPS\personal-homepage-MERN\tsconfig.json", "JSON with Comments", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 82, 9, 101
"Total", "-", 5004, 36, 25636, 109, 26, 331, 9850, 277896, 19, 12, 1311, 79603, 399833
